Index,Sentence,Options,CorrectIndex,Label
21031,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"67,251,309,307",251,B
21032,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"284,265,254,84",254,C
21033,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"255,324,271,191",255,A
21034,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"0,183,253,165",253,C
21035,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"112,250,187,259",250,B
21036,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"251,240,269,65",251,A
21037,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"103,59,118,252",252,D
21038,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"89,289,255,280",255,C
21039,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"278,335,1,253",253,D
21040,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"239,181,142,250",250,D
21041,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"251,225,107,199",251,A
21042,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"299,252,183,172",252,B
21043,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"117,285,254,329",254,C
21044,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"250,89,63,278",250,A
21045,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"149,223,251,97",251,C
21046,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"86,312,252,270",252,C
21047,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"43,334,253,216",253,C
21048,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"255,65,7,125",255,A
21049,She's a representative of California for crying out loud! How do you not recognize her?.,"179,254,307,131",254,B
21050,She's a representative of California for crying out loud! How do you not recognize her?.,"79,298,251,192",251,C
21051,She's a representative of California for crying out loud! How do you not recognize her?.,"21,95,252,111",252,C
21052,She's a representative of California for crying out loud! How do you not recognize her?.,"99,253,115,209",253,B
21053,She's a representative of California for crying out loud! How do you not recognize her?.,"295,122,38,255",255,D
21054,Don't you know he is the president of the United States?!.,"220,260,254,328",254,C
21055,Don't you know he is the president of the United States?!.,"181,136,0,250",250,D
21056,Don't you know he is the president of the United States?!.,"252,16,203,233",252,A
21057,Don't you know he is the president of the United States?!.,"290,87,253,140",253,C
21058,Don't you know he is the president of the United States?!.,"173,72,255,131",255,C
21059,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"39,8,315,254",254,D
21060,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"142,250,219,332",250,B
21061,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"245,316,124,251",251,D
21062,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"312,334,253,256",253,C
21063,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"49,255,43,60",255,B
21064,Show some respect to your professor! He is a legend in his field.,"39,254,278,79",254,B
21065,Show some respect to your professor! He is a legend in his field.,"51,11,250,76",250,C
21066,Show some respect to your professor! He is a legend in his field.,"115,238,251,193",251,C
21067,Show some respect to your professor! He is a legend in his field.,"222,7,75,252",252,D
21068,Show some respect to your professor! He is a legend in his field.,"255,108,292,245",255,A
21069,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"81,330,301,254",254,D
21070,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"227,45,88,250",250,D
21071,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"318,171,251,195",251,C
21072,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"272,252,16,133",252,B
21073,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"253,169,273,86",253,A
21074,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"306,240,27,250",250,D
21075,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"195,251,61,283",251,B
21076,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"60,247,282,252",252,D
21077,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"29,195,64,253",253,D
21078,Do you know who you're facing? That's the world champion of taekwondo standing right there!.,"254,173,145,278",254,A
21079,She's a representative of California for crying out loud! How do you not recognize her?.,"159,204,107,255",255,D
21080,She's a representative of California for crying out loud! How do you not recognize her?.,"285,251,29,106",251,B
21081,She's a representative of California for crying out loud! How do you not recognize her?.,"238,252,147,312",252,B
21082,She's a representative of California for crying out loud! How do you not recognize her?.,"241,253,276,275",253,B
21083,She's a representative of California for crying out loud! How do you not recognize her?.,"67,230,57,254",254,D
21084,Don't you know he is the president of the United States?!.,"255,57,249,149",255,A
21085,Don't you know he is the president of the United States?!.,"250,122,99,329",250,A
21086,Don't you know he is the president of the United States?!.,"41,86,252,104",252,C
21087,Don't you know he is the president of the United States?!.,"60,253,52,175",253,B
21088,Don't you know he is the president of the United States?!.,"73,58,32,254",254,D
21089,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"276,8,255,177",255,C
21090,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"250,4,75,95",250,A
21091,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"48,42,304,251",251,D
21092,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"236,67,224,253",253,D
21093,I cannot believe you don't know who Cristiano Ronaldo is! He is one of the greatest football players alive.,"196,193,28,254",254,D
21094,Show some respect to your professor! He is a legend in his field.,"255,96,298,232",255,A
21095,Show some respect to your professor! He is a legend in his field.,"287,250,127,303",250,B
21096,Show some respect to your professor! He is a legend in his field.,"31,251,61,207",251,B
21097,Show some respect to your professor! He is a legend in his field.,"252,128,262,1",252,A
21098,Show some respect to your professor! He is a legend in his field.,"230,297,254,157",254,C
21099,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"303,130,154,255",255,D
21100,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"235,250,327,184",250,B
21101,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"336,242,251,49",251,C
21102,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"185,127,252,106",252,C
21103,He is the winner of three Grammy awards for god's sake! People consider him to be the god of rap.,"0,145,337,253",253,D
21104,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","113,210,257,300",257,C
21105,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","145,258,94,195",258,B
21106,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","289,259,24,37",259,B
21107,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","289,13,260,277",260,C
21108,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","238,261,64,153",261,B
21109,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","256,218,242,297",256,A
21110,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","258,166,42,296",258,A
21111,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","241,333,259,93",259,C
21112,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","288,260,169,21",260,B
21113,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","252,49,142,261",261,D
21114,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","156,31,166,256",256,D
21115,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","54,46,257,42",257,C
21116,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","219,268,259,186",259,C
21117,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","59,174,260,24",260,C
21118,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","302,338,261,2",261,C
21119,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","253,256,201,3",256,B
21120,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","257,158,149,141",257,A
21121,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","258,305,87,145",258,A
21122,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","240,69,260,84",260,C
21123,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","101,79,261,22",261,C
21124,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","256,120,8,2",256,A
21125,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","66,202,257,33",257,C
21126,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","177,258,4,163",258,B
21127,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","147,247,240,259",259,D
21128,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","62,281,330,261",261,D
21129,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","179,256,87,101",256,B
21130,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","164,147,257,24",257,C
21131,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","280,37,258,190",258,C
21132,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","94,86,259,199",259,C
21133,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","260,269,181,239",260,A
21134,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","328,293,256,123",256,C
21135,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","258,126,118,199",258,A
21136,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","105,259,302,9",259,B
21137,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","260,304,85,254",260,A
21138,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","316,28,35,261",261,D
21139,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","257,101,320,195",257,A
21140,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","145,302,143,258",258,D
21141,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","254,270,278,259",259,D
21142,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","58,208,260,224",260,C
21143,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","38,261,20,305",261,B
21144,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","180,257,139,75",257,B
21145,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","256,143,217,291",256,A
21146,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","148,280,259,339",259,C
21147,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","208,260,288,164",260,B
21148,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","311,235,36,261",261,D
21149,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","305,257,181,160",257,B
21150,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","136,187,263,256",256,D
21151,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","330,258,46,50",258,B
21152,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","244,260,138,216",260,B
21153,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","261,270,44,92",261,A
21154,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","302,257,127,271",257,B
21155,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","6,120,256,150",256,C
21156,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","160,221,332,258",258,D
21157,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","2,259,60,147",259,B
21158,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","239,294,22,261",261,D
21159,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","155,153,257,251",257,C
21160,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","177,256,281,16",256,B
21161,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","19,258,173,330",258,B
21162,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","263,92,55,259",259,D
21163,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","260,297,60,311",260,A
21164,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","118,321,256,313",256,C
21165,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","237,257,290,242",257,B
21166,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","259,54,45,230",259,A
21167,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","292,291,72,260",260,D
21168,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","261,269,211,228",261,A
21169,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","31,258,165,211",258,B
21170,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","334,204,168,257",257,D
21171,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","114,259,265,216",259,B
21172,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","260,72,142,310",260,A
21173,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","261,136,92,222",261,A
21174,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","255,169,38,258",258,D
21175,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","284,212,256,165",256,C
21176,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","217,259,145,210",259,B
21177,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","331,34,260,264",260,C
21178,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","198,269,261,297",261,C
21179,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","64,203,127,258",258,D
21180,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","256,152,283,326",256,A
21181,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","257,319,318,291",257,A
21182,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","74,169,187,260",260,D
21183,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","261,152,110,278",261,A
21184,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","258,177,228,294",258,A
21185,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","256,324,309,268",256,A
21186,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","160,5,257,16",257,C
21187,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","181,259,258,152",259,B
21188,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","157,43,283,261",261,D
21189,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","155,324,258,186",258,C
21190,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","48,256,136,67",256,B
21191,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","83,257,329,221",257,B
21192,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","279,187,228,259",259,D
21193,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","11,260,300,281",260,B
21194,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","256,269,320,56",256,A
21195,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","231,257,234,339",257,B
21196,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","258,331,235,22",258,A
21197,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","40,260,223,167",260,B
21198,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","261,194,51,329",261,A
21199,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","259,5,225,316",259,A
21200,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","47,257,325,144",257,B
21201,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","193,12,324,258",258,D
21202,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","311,260,94,323",260,B
21203,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","90,262,261,91",261,C
21204,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","116,270,259,284",259,C
21205,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","256,323,124,149",256,A
21206,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","63,258,125,214",258,B
21207,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","183,106,62,260",260,D
21208,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","304,68,119,261",261,D
21209,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","252,259,56,57",259,B
21210,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","268,256,19,86",256,B
21211,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","300,22,257,288",257,C
21212,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","77,169,85,260",260,D
21213,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","174,93,261,316",261,C
21214,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","56,188,259,76",259,C
21215,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","256,29,157,159",256,A
21216,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","65,268,119,257",257,D
21217,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","258,278,125,184",258,A
21218,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","192,333,144,261",261,D
21219,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","259,296,276,207",259,A
21220,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","256,244,299,125",256,A
21221,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","136,257,42,293",257,B
21222,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","168,258,262,184",258,B
21223,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","84,278,260,296",260,C
21224,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","13,194,229,256",256,D
21225,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","103,229,257,332",257,C
21226,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","281,27,258,122",258,C
21227,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","64,105,314,259",259,D
21228,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","261,337,122,174",261,A
21229,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","260,170,325,183",260,A
21230,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","75,110,51,257",257,D
21231,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","121,258,137,283",258,B
21232,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","138,259,178,8",259,B
21233,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","261,226,84,218",261,A
21234,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","63,207,150,260",260,D
21235,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","127,256,287,32",256,B
21236,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","318,136,10,258",258,D
21237,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","259,146,40,232",259,A
21238,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","160,261,112,310",261,B
21239,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","254,260,177,210",260,B
21240,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","256,249,215,108",256,A
21241,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","33,191,257,171",257,C
21242,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","253,156,83,259",259,D
21243,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","136,33,261,254",261,C
21244,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","138,260,76,25",260,B
21245,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","256,136,41,238",256,A
21246,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","53,195,257,306",257,C
21247,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","3,166,258,269",258,C
21248,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","141,166,90,261",261,D
21249,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","277,303,260,279",260,C
21250,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","293,339,151,256",256,D
21251,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","305,200,257,332",257,C
21252,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","258,335,151,322",258,A
21253,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","114,259,116,251",259,B
21254,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","160,256,307,192",256,B
21255,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","257,165,131,278",257,A
21256,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","230,107,258,111",258,C
21257,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","317,259,174,114",259,B
21258,"Lisa knew that Mark borrowed her book without asking, but she doesn't mention this to him.","94,260,175,69",260,B
21259,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","261,303,261,338",261,A
21260,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","68,257,43,238",257,B
21261,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","246,144,258,287",258,C
21262,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","295,259,327,224",259,B
21263,"She knows he's lying to her, but she's choosing to turn a blind eye to the situation.","260,216,23,18",260,A
21264,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","261,111,32,313",261,A
21265,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","126,276,105,256",256,D
21266,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","5,307,258,202",258,C
21267,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","139,83,143,259",259,D
21268,"Garry knows he is underpaid, but he chooses not to focus on it as he is more than happy to have a job.","227,146,293,260",260,D
21269,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","325,261,339,61",261,B
21270,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","12,78,121,256",256,D
21271,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","252,41,91,257",257,D
21272,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","259,50,6,61",259,A
21273,"Sally is not clueless about her situation with Scott, she has just decided to be with him despite the circumstances.","260,14,277,245",260,A
21274,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","261,336,277,159",261,A
21275,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","333,256,318,297",256,B
21276,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","257,22,217,279",257,A
21277,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","326,11,258,291",258,C
21278,"He knows Rick is not a good friend and is only after money, but chooses to get along with him for the time being.","260,338,80,231",260,A
21279,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","261,237,182,57",261,A
21280,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","328,256,78,45",256,B
21281,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","141,130,257,157",257,C
21282,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","268,234,6,258",258,D
21283,"The professor knows the students mostly copied the homework, but decides not to be strict about it.","184,301,36,259",259,D
21284,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","23,163,52,263",263,D
21285,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","264,205,40,146",264,A
21286,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","265,92,74,318",265,A
21287,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","46,266,100,229",266,B
21288,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","267,239,258,164",267,A
21289,"He never told her about his feelings but everytime he met her, he was caring towards her.","126,118,262,304",262,C
21290,"He never told her about his feelings but everytime he met her, he was caring towards her.","190,264,45,2",264,B
21291,"He never told her about his feelings but everytime he met her, he was caring towards her.","112,131,41,265",265,D
21292,"He never told her about his feelings but everytime he met her, he was caring towards her.","38,60,266,94",266,C
21293,"He never told her about his feelings but everytime he met her, he was caring towards her.","267,283,12,163",267,A
21294,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"193,262,234,309",262,B
21295,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"263,88,227,256",263,A
21296,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"102,265,284,242",265,B
21297,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"249,260,90,266",266,D
21298,She posted a lot about her friendship with Mary on Instagram. But in reality they hardly had any bond as they were constantly on their phones when together.,"267,301,31,217",267,A
21299,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","160,262,328,99",262,B
21300,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","305,174,200,263",263,D
21301,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","322,160,11,264",264,D
21302,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","266,37,198,257",266,A
21303,"He spoke about his guitar skills poorly, but when he played, his hard work showed through the music he produced.","128,251,52,267",267,D
21304,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"13,262,288,198",262,B
21305,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"263,150,126,322",263,A
21306,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"122,264,55,15",264,B
21307,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"169,49,136,265",265,D
21308,Garry talked about how easily he managed the work stress. But his constant need of smoking told a different story.,"310,176,267,133",267,C
21309,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"315,184,262,51",262,C
21310,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"87,128,263,97",263,C
21311,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"193,311,54,264",264,D
21312,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"265,65,61,301",265,A
21313,Peter's parents said they were not good parents at all but they were always ready to spend quality time with their children showing they were really good parents.,"242,326,266,174",266,C
21314,"He never told her about his feelings but everytime he met her, he was caring towards her.","262,41,158,14",262,A
21315,"He never told her about his feelings but everytime he met her, he was caring towards her.","47,106,264,163",264,C
21316,"He never told her about his feelings but everytime he met her, he was caring towards her.","198,338,2,265",265,D
21317,"He never told her about his feelings but everytime he met her, he was caring towards her.","103,335,316,266",266,D
21318,"He never told her about his feelings but everytime he met her, he was caring towards her.","157,8,267,31",267,C
21319,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","305,263,297,320",263,B
21320,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","18,59,250,264",264,D
21321,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","217,39,314,265",265,D
21322,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","266,16,249,142",266,A
21323,"She never bragged about her grades but secured the second position in the board exams. Truly, actions speak louder than words.","325,65,175,267",267,D
